game_name,publisher,developer,platform_id,rating,year,genre,game_id
Trinity Universe,Nippon Ichi Software,"Gust, Idea Factory",6,T,2009.0,Role-Playing,8141
Payday 2,505 Games,,18,,2015.0,Shooter,8142
Pirates: Hunt For Blackbeard's Booty,Activision,Activision,1,E,2008.0,Adventure,8143
Cabela's Dangerous Hunts 2009,Activision Value,FUN Labs,7,T,2008.0,Sports,8144
Senran Kagura: Estival Versus,Marvelous Interactive,Marvelous Inc.,10,M,2015.0,Action,8145
Ball Breakers,Take-Two Interactive,Lost Toys,13,E,2000.0,Action,8146
Mobile Suit Gundam Seed Destiny: Generation of C.E.,Namco Bandai Games,,7,,2005.0,Action,8147
Splatterhouse,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",5,M,2010.0,Action,8148
EyeToy: Groove,Sony Computer Entertainment,SCEE,7,E,2003.0,Misc,8149
You Don't Know Jack,THQ,"Jellyvision, Iron Galaxy Studios",6,T,2011.0,Misc,8150
Chuck E. Cheese's Party Games,UFO Interactive,UFO Interactive,4,E,2010.0,Misc,8151
Twisted Metal: Small Brawl,Unknown,Incognito Inc.,13,T,,Action,8152
Otomedius Excellent,Unknown,Konami,5,T,,Shooter,8153
Charlie and the Chocolate Factory,Global Star,"High Voltage Software, Backbone Entertainment",20,E,2005.0,Adventure,8154
Armored Core: Last Raven,505 Games,From Software,7,T,2005.0,Simulation,8155
Burnout Legends,Electronic Arts,Visual Impact,4,E,2005.0,Racing,8156
Tomb Raider: Underworld,Eidos Interactive,Crystal Dynamics,7,T,2009.0,Action,8157
College Hoops 2K7,Take-Two Interactive,2K Sports,6,E,2007.0,Sports,8158
Hello Kitty: Birthday Adventures,Namco Bandai Games,OneNine Studios,4,E,2010.0,Adventure,8159
All Grown Up! Express Yourself,THQ,,9,,2004.0,Misc,8160
Escape The Museum,Astragon,Gogii Games,4,E,2010.0,Adventure,8161
K-1 World Grand Prix,Konami Digital Entertainment,Konami,7,T,2002.0,Sports,8162
Kidou Senshi Gundam: Senjou no Kizuna Portable,Namco Bandai Games,,17,,2009.0,Strategy,8163
Super Robot Taisen A Portable,Namco Bandai Games,,17,,2008.0,Strategy,8164
Juiced,THQ,Juice Games,14,T,2005.0,Racing,8165
Naruto Shippuden: Dragon Blade Chronicles,505 Games,"Eighting, Takara Tomy",1,E10+,2009.0,Action,8166
Looney Tunes: Back in Action,Electronic Arts,Warthog,9,E,2003.0,Platform,8167
Shaun White Skateboarding,Ubisoft,Ubisoft Montreal,1,E10+,2010.0,Sports,8168
DiRT Showdown,Codemasters,Codemasters,6,E10+,2012.0,Racing,8169
Virtua Tennis,Atari,Altron,9,E,2002.0,Sports,8170
Cabela's Big Game Hunter: Hunting Party,Activision,,5,,2011.0,Sports,8171
Tales of the Tempest,Namco Bandai Games,,4,,2006.0,Role-Playing,8172
SimCity Creator (JP sales),Electronic Arts,,4,,2008.0,Simulation,8173
Biohazard: Revival Selection,Capcom,,6,,2011.0,Action,8174
Sonic Riders: Zero Gravity,Sega,Sonic Team,7,E,2008.0,Racing,8175
UFC: Sudden Impact,Global Star,Opus,7,T,2004.0,Fighting,8176
NBA Hoopz,Midway Games,Eurocom Entertainment Software,7,E,2001.0,Sports,8177
ESPN X Games Skateboarding,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,9,E,2001.0,Sports,8178
Nancy Drew: The Hidden Staircase,THQ,Gorilla Systems,4,E,2008.0,Adventure,8179
Speedball 2100,Empire Interactive,Bitmap Brothers,13,E,2000.0,Sports,8180
Full Auto 2: Battlelines,Sega,Pseudo Interactive,6,T,2006.0,Racing,8181
College Hoops 2K8,Take-Two Interactive,Visual Concepts,5,E,2007.0,Sports,8182
LEGO Island 2: The Brickster's Revenge,LEGO Media,,13,,2001.0,Adventure,8183
How to Train Your Dragon,Activision,Etranges Libellules,6,E10+,2010.0,Action,8184
Backyard Basketball,Atari,Mistic Software,9,E,2004.0,Sports,8185
Madden NFL 09,Electronic Arts,EA Tiburon,14,E,2008.0,Sports,8186
Dynasty Warriors: Gundam 3,Tecmo Koei,Koei Tecmo Games,5,T,2010.0,Action,8187
Scooby-Doo! Unmasked,THQ,,9,,2005.0,Platform,8188
Summon Night 4,Banpresto,,7,,2006.0,Role-Playing,8189
NHL 2004,Electronic Arts,EA Black Box,14,E,2003.0,Sports,8190
Pro Yaky? Spirits 5,Konami Digital Entertainment,,7,,2008.0,Sports,8191
Back to the Future: The Game,Telltale Games,Telltale Games,10,T,2015.0,Adventure,8192
Namco Museum: 50th Anniversary,Namco Bandai Games,Backbone Vancouver,14,E10+,2005.0,Misc,8193
Monster 4x4: Stunt Racer,Ubisoft,Ubisoft,1,E,2009.0,Racing,8194
Velvet Assassin,DTP Entertainment,"Replay Studios, ML Enterprises",5,M,2009.0,Shooter,8195
NFL 2K2,Sega,Visual Concepts,14,E,2002.0,Sports,8196
MindJack,Square Enix,FeelPlus,6,M,2011.0,Shooter,8197
Marvel Super Hero Squad: Comic Combat,THQ,THQ,5,E10+,2011.0,Action,8198
NBA Starting Five,Unknown,Konami,7,E,,Sports,8199
NBA Live 16,Electronic Arts,EA Sports,10,E,2015.0,Sports,8200
WWE SmackDown vs. Raw 2009,THQ,TOSE,4,T,2008.0,Fighting,8201
Dead or Alive Paradise,Ubisoft Annecy,"Team Ninja, Tecmo",17,M,2010.0,Misc,8202
Dark Souls II,Namco Bandai Games,From Software,15,T,2014.0,Role-Playing,8203
The Suffering: Ties That Bind,Midway Games,Surreal Software,7,M,2005.0,Action,8204
EyeToy: Kinetic,Sony Computer Entertainment,SCEE London Studio,7,E,2005.0,Sports,8205
Transformers: Prime,Activision,,11,,2012.0,Action,8206
Fancy Nancy: Tea Party Time!,THQ,Webfoot Technologies,4,E,2010.0,Adventure,8207
Project Spark,Microsoft Game Studios,Microsoft Game Studios,18,E10+,2014.0,Misc,8208
Army Men: Sarge's Heroes 2,Midas Interactive Entertainment,3DO,7,T,2001.0,Shooter,8209
Yakuza Zero: The Place of Oath,Sega,,10,,2015.0,Action,8210
The Wild Thornberrys: Animal Adventures,Mattel Interactive,,13,,2000.0,Adventure,8211
Cabela's Adventure Camp,Activision,Cauldron Ltd.,1,E,2011.0,Misc,8212
SEGA Bass Fishing Duel,Sega,Wow Entertainment,7,E,2002.0,Sports,8213
Teen Titans,Unknown,Artificial Mind and Movement,9,E10+,,Action,8214
Sports Illustrated for Kids: Baseball,BAM! Entertainment,Sennari Interactive,9,E,2001.0,Sports,8215
Mark Davis Pro Bass Challenge,Natsume,Sims,7,E,2002.0,Sports,8216
Rugrats: Royal Ransom,THQ,Avalanche Software,20,E,2002.0,Platform,8217
Winning Eleven: Pro Evolution Soccer 2007,Konami Digital Entertainment,KCET,4,E,2006.0,Sports,8218
Warriors of Might and Magic,3DO,3DO,7,T,2001.0,Adventure,8219
Rapala Fishing Frenzy 2009,Activision,FUN Labs,6,E,2008.0,Sports,8220
Petz: Horseshoe Ranch,Ubisoft,,4,,2009.0,Adventure,8221
Open Season,Ubisoft,Ubisoft,20,E10+,2006.0,Platform,8222
Ridge Racer,Namco Bandai Games,"Namco Bandai Games, Cellius",23,E10+,2011.0,Racing,8223
EyePet & Friends,Sony Computer Entertainment,,6,,2011.0,Simulation,8224
Street Fighter: The Movie,Acclaim Entertainment,,13,,1995.0,Fighting,8225
Major League Baseball 2K9,Spike,2K Sports,6,E,2009.0,Sports,8226
World Championship Poker,Crave Entertainment,Sensory Sweep,9,E,2004.0,Misc,8227
Global Defence Force,Essential Games,,7,,2005.0,Shooter,8228
Major League Baseball 2K6,Take-Two Interactive,Kush Games,20,E,2006.0,Sports,8229
WordJong Party,Destineer,Magellan Interactive,1,E,2008.0,Puzzle,8230
SaGa 2: Hihou Densetsu - Goddess of Destiny,Square Enix,,4,,2009.0,Role-Playing,8231
Smash Court Tennis Pro Tournament,Sony Computer Entertainment,Namco,7,E,2002.0,Sports,8232
Super Robot Taisen L,Namco Bandai Games,,4,,2010.0,Strategy,8233
Race Pro,Atari,SimBin,5,E,2009.0,Racing,8234
The Grim Adventures of Billy & Mandy,Midway Games,,20,,2006.0,Action,8235
NBA Inside Drive 2004,Microsoft Game Studios,High Voltage Software,14,E,2003.0,Sports,8236
The King of Fighters '97,SNK,,13,,1998.0,Fighting,8237
Time Commando,Adeline Software,,13,,1996.0,Action,8238
Professional Fisherman's Tour: Northern Hemisphere,505 Games,Starfish,4,E,2007.0,Sports,8239
Kekkaishi: Karasumori Ayakashi Kidan,Namco Bandai Games,,4,,2007.0,Action,8240
Gretzky NHL 2005,Sony Computer Entertainment,Page 44 Studios,7,E,2004.0,Sports,8241
Dungeon Siege III,Square Enix,Obsidian Entertainment,15,T,2011.0,Role-Playing,8242
The Hobbit,Vivendi Games,Inevitable Entertainment,20,E,2003.0,Platform,8243
MotoGP 15,Milestone S.r.l.,Milestone S.r.l,10,,2015.0,Racing,8244
Backyard Sports Football: Rookie Rush,Atari,,4,,2010.0,Sports,8245
Skate it,Electronic Arts,Exient Entertainment,4,E,2008.0,Sports,8246
Cabela's Legendary Adventures,Activision,FUN Labs,1,T,2008.0,Sports,8247
True Crime: New York City,Activision,Exakt,20,M,2005.0,Action,8248
Metal Arms: Glitch in the System,Vivendi Games,Swingin' Ape,14,T,2003.0,Shooter,8249
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,Namco Bandai Games,,17,,2012.0,Action,8250
Toukiden Kiwami,Tecmo Koei,Koei Tecmo Games,10,T,2015.0,Action,8251
Trauma Team,Unknown,Atlus,1,T,,Simulation,8252
The Secret World,Funcom,Funcom,15,M,2012.0,Role-Playing,8253
Ice Age: Dawn of the Dinosaurs,Activision,Activision,7,E10+,2009.0,Action,8254
ESPN Final Round Golf 2002,Konami Digital Entertainment,Konami Computer Entertainment Nagoya,9,E,2001.0,Sports,8255
Iron Chef America: Supreme Cuisine,Destineer,Black Lantern Studios,1,E10+,2008.0,Simulation,8256
MDK2 Armageddon,Virgin Interactive,BioWare,7,T,2001.0,Shooter,8257
Exhibition Volume 02,Microsoft Game Studios,,14,,2003.0,Misc,8258
NHL 2K9,Take-Two Interactive,Visual Concepts,5,E10+,2008.0,Sports,8259
I Spy: Castle,Scholastic Inc.,Gusto Games,4,E,2011.0,Puzzle,8260
Fight Night Round 2,Electronic Arts,EA Sports,20,T,2005.0,Fighting,8261
Backbreaker,Unknown,NaturalMotion,6,E,,Sports,8262
Disney's Atlantis: The Lost Empire,Sony Computer Entertainment,Eurocom Entertainment Software,13,E,2001.0,Platform,8263
Power Pro Kun Pocket,Konami Digital Entertainment,,3,,1999.0,Sports,8264
The King of Fighters '97,SNK,,24,,1998.0,Fighting,8265
Tamagotchi no Narikiri Challenge,Namco Bandai Games,,4,,2010.0,Action,8266
Madden NFL 17,Electronic Arts,EA Sports,5,E,2016.0,Sports,8267
Jewel Match,PlayV,Joindots,4,E,2010.0,Puzzle,8268
Space Battleship Yamato: Harukanaru Hoshi Iscandar,Namco Bandai Games,,13,,1999.0,Strategy,8269
Lost in Blue 3,Konami Digital Entertainment,Matrix Software,4,E10+,2007.0,Adventure,8270
Sound Novel Evolution 1: Otogirisou Sosei-Hen,ChunSoft,,13,,1999.0,Adventure,8271
Stormrise,Sega,Creative Assembly,6,M,2009.0,Strategy,8272
Psi-Ops: The Mindgate Conspiracy,Midway Games,Midway,14,M,2004.0,Shooter,8273
X-Men: The Official Game,Activision,"Z-Axis, Ltd.",5,T,2006.0,Action,8274
SWAT: Global Strike Team,Vivendi Games,Argonaut Games,14,M,2003.0,Shooter,8275
Horrid Henry: Missions of Mischief,SouthPeak Games,Asylum Entertainment,4,E,2010.0,Adventure,8276
Cabela's Legendary Adventures,Activision,FUN Labs,17,T,2008.0,Sports,8277
Pictionary,THQ,ImaginEngine,4,E,2010.0,Puzzle,8278
Hitman: HD Trilogy,Square Enix,Io Interactive,5,M,2013.0,Action,8279
MX World Tour Featuring Jamie Little,Play It,Impulse Games,7,E,2005.0,Racing,8280
Goblin Commander: Unleash the Horde,Jaleco,Jaleco Entertainment,7,T,2003.0,Strategy,8281
uDraw Studio: Instant Artist,THQ,THQ,1,E,2011.0,Misc,8282
Hello Kitty: Happy Party Pals,THQ,,9,,2005.0,Misc,8283
Jikkyou Powerful Pro Baseball 2016,Konami Digital Entertainment,,10,,2016.0,Sports,8284
Backyard NFL Football '09,Atari,,7,,2008.0,Sports,8285
World Destruction League: Thunder Tanks,3DO,3DO,7,T,2000.0,Action,8286
Tom Clancy's Ghost Recon: Future Soldier,Ubisoft,Ubisoft Paris,15,M,2012.0,Shooter,8287
Backyard Baseball '10,Atari,Farsight Studios,7,E,2009.0,Sports,8288
Resident Evil Director's Cut: Dual Shock Edition,Capcom,,13,,1997.0,Action,8289
Broken Sword: Shadows of the Templars - The Director's Cut,Ubisoft,,4,,2009.0,Adventure,8290
PlayStation Move Heroes,Sony Computer Entertainment,Nihilistic,6,E10+,2011.0,Platform,8291
The King of Fighters '95,Sony Computer Entertainment,,13,,1996.0,Fighting,8292
RoadKill,Midway Games,Terminal Reality,7,M,2003.0,Action,8293
Hanjuku Eiyuu Tai 3D,Square Enix,,7,,2003.0,Role-Playing,8294
.hack//G.U. Vol.3//Redemption,Namco Bandai Games,,7,,2007.0,Role-Playing,8295
Super Robot Taisen Compact 2 Dai-1-Bu,Namco Bandai Games,,26,,2000.0,Strategy,8296
Looney Tunes: Back in Action,Warner Bros. Interactive Entertainment,Warthog,20,E,2003.0,Platform,8297
Marvel Super Hero Squad: The Infinity Gauntlet,THQ,THQ,6,E10+,2010.0,Action,8298
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,Traveller's Tales,6,T,2008.0,Action,8299
Tak: The Great Juju Challenge,THQ,WayForward,9,E,2005.0,Platform,8300
Yu-Gi-Oh! Zexal World Duel Carnival,Konami Digital Entertainment,,11,,2013.0,Misc,8301
SingStar Motown,Sony Computer Entertainment,,6,,2009.0,Misc,8302
Macross Ultimate Frontier,Namco Bandai Games,,17,,2009.0,Action,8303
Top Spin 2,Take-Two Interactive,Pam Development,5,E,2006.0,Sports,8304
Hunter: The Reckoning Redeemer,Interplay,High Voltage Software,14,M,2003.0,Action,8305
Age of Empires III: Complete Collection,Microsoft Game Studios,Microsoft Game Studios,15,T,2009.0,Strategy,8306
Captain America: Super Soldier,Sega,Next Level Games,5,T,2011.0,Action,8307
Tokyo Xtreme Racer,Genki,,22,,1999.0,Racing,8308
Fighter Maker,Agetec,,13,,1998.0,Fighting,8309
Danganronpa 2: Goodbye Despair,Nippon Ichi Software,Spike Chunsoft,23,M,2014.0,Misc,8310
Thief: Deadly Shadows,Eidos Interactive,Ion Storm,14,M,2004.0,Action,8311
Monkey Island: Special Edition Collection,LucasArts,,15,,2011.0,Adventure,8312
MotoGP 10/11,Capcom,Monumental Games,6,E,2011.0,Racing,8313
NBA 09: The Inside,Sony Computer Entertainment,SCEA San Diego Studios,17,E,2008.0,Sports,8314
Batman Begins,Electronic Arts,Vicarious Visions,9,E10+,2005.0,Action,8315
Mercury Meltdown Revolution,Ignition Entertainment,Ignition Entertainment,1,E,2007.0,Action,8316
Glover,Atari,,13,,1999.0,Platform,8317
Dragon Ball GT: Game Boy Advance Video Volume 1,,,9,,2004.0,Misc,8318
Country Dance: All Stars,GameMill Entertainment,High Voltage Software,5,E10+,2012.0,Action,8319
Let's TAP,Sega,Prope,1,E,2008.0,Misc,8320
James Cameron's Dark Angel,Universal Interactive,Radical Entertainment,7,T,,Action,8321
Mahjong Fight Club,Konami Digital Entertainment,,17,,2004.0,Misc,8322
Turok 3: Shadow of Oblivion,Acclaim Entertainment,,12,,2000.0,Shooter,8323
Bomberman 64: The Second Attack!,Hudson Soft,,12,,1999.0,Adventure,8324
World Driver Championship,Midway Games,,12,,1999.0,Racing,8325
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,TT Fusion,6,T,2010.0,Action,8326
Spawn: Armageddon,Electronic Arts,Point of View,14,M,2003.0,Action,8327
Project X Zone 2: Brave New World,Namco Bandai Games,,11,,2015.0,Role-Playing,8328
Codename: Kids Next Door: Game Boy Advance Video Volume 1,,,9,,2004.0,Misc,8329
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Nintendo,,9,,2004.0,Misc,8330
Major League Baseball 2K9,Spike,2K Sports,7,E,2009.0,Sports,8331
Gundam Assault Survive,Namco Bandai Games,,17,,2010.0,Action,8332
Bee Movie Game,Activision,Beenox,5,E,2007.0,Action,8333
Luxor 3,Mumbo Jumbo,MumboJumbo,1,E,2008.0,Puzzle,8334
Disney TH!NK Fast: The Ultimate Trivia Showdown,Disney Interactive Studios,,7,,2008.0,Misc,8335
Jikkyou Powerful Pro Yakyuu 2013,Konami Digital Entertainment,,17,,2013.0,Sports,8336
Fate/Stay Night [Réalta Nua],Kadokawa Shoten,,7,,2007.0,Adventure,8337
Disney's Home on the Range,Disney Interactive Studios,Artificial Mind and Movement,9,E,2004.0,Action,8338
The Rise of the Argonauts,Codemasters,,5,,2008.0,Role-Playing,8339
Conception II: Children of the Seven Stars,Screenlife,Spike,23,M,2013.0,Role-Playing,8340
Deus Ex: Mankind Divided,Square Enix,Eidos Montreal,18,M,2016.0,Role-Playing,8341
Space Griffon VF-9,Panther Software,,13,,1995.0,Role-Playing,8342
Professor Heinz Wolff's Gravity,Deep Silver,Deep Silver,1,E,2008.0,Puzzle,8343
.hack//G.U. Vol.1//Rebirth,Namco Bandai Games,,7,,2006.0,Role-Playing,8344
Transformers: Dark of the Moon,Activision,,1,,2011.0,Action,8345
FaceBreaker,Electronic Arts,EA Canada,6,T,2008.0,Fighting,8346
Star Wars: Battlefront II,LucasArts,Pandemic Studios,15,T,2005.0,Shooter,8347
Michael Jackson: The Experience 3D,Ubisoft,,11,,2011.0,Misc,8348
Gyakuten Saiban 3,Capcom,,9,,2004.0,Adventure,8349
Digimon Story: Cyber Sleuth,Namco Bandai Games,Media Vision,23,T,2015.0,Role-Playing,8350
Gallop Racer 2001,Tecmo Koei,Tecmo,7,E,2001.0,Sports,8351
Hellboy: The Science of Evil,Konami Digital Entertainment,Krome Studios,6,T,2008.0,Action,8352
Nightmare Creatures II,Konami Digital Entertainment,,13,,2000.0,Action,8353
MotoGP 09/10,Capcom,Monumental Games,5,E,2010.0,Racing,8354
Bratz Kidz,Game Factory,EKO Software,1,E,2008.0,Misc,8355
N3 II: Ninety-Nine Nights,Microsoft Game Studios,,5,,2010.0,Action,8356
Catwoman,Electronic Arts,Argonaut Games,7,T,2004.0,Action,8357
Garfield: Lasagna World Tour,Blast! Entertainment Ltd,EKO Software,7,E,2007.0,Action,8358
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,,,9,,2004.0,Misc,8359
Bomberman B-Daman,Hudson Soft,,8,,1996.0,Shooter,8360
Monsters vs. Aliens,Activision,Beenox,5,E10+,2009.0,Action,8361
Beat Down: Fists of Vengeance,Capcom,Cavia Inc.,7,M,2005.0,Action,8362
World Destruction League: Thunder Tanks,3DO,3DO,13,T,2000.0,Action,8363
Terminator 3: The Redemption,Atari,Paradigm Entertainment,7,T,2004.0,Shooter,8364
Reloaded,Gremlin Interactive Ltd,,13,,1996.0,Action,8365
Sword of the Samurai,Ubisoft,,7,,,Fighting,8366
Anarchy Reigns,Sega,PlatinumGames,5,M,2012.0,Action,8367
SSX On Tour,Electronic Arts,EA Canada,20,E,2005.0,Sports,8368
Bladestorm: Nightmare,Tecmo Koei,Omega Force,10,T,2015.0,Action,8369
Fairytale Fights,Playlogic Game Factory,"Playlogic, The Game Factory",5,M,2009.0,Action,8370
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,TT Games,15,E10+,2013.0,Action,8371
Hot Wheels: Beat That!,Activision,,5,,2007.0,Racing,8372
Ashes Cricket 2009,Codemasters,,6,,2009.0,Sports,8373
James Bond 007: Everything or Nothing,Electronic Arts,Griptonite Games,9,T,2003.0,Shooter,8374
Naruto Shippuden: Ultimate Ninja 5,Namco Bandai Games,,7,,2007.0,Fighting,8375
Shrek Extra Large,TDK Mediactive,Digital Illusions,20,T,2002.0,Platform,8376
Final Fantasy V,SquareSoft,,13,,1998.0,Role-Playing,8377
World Tour Soccer 2006,Sony Computer Entertainment,SCEE London Studio,7,E,2004.0,Sports,8378
Gunvalkyrie,Infogrames,Smilebit,14,T,2002.0,Shooter,8379
Camp Rock: The Final Jam,Disney Interactive Studios,,4,,2010.0,Misc,8380
NickToons: Racing,Hasbro Interactive,,13,,2001.0,Racing,8381
Jillian Michaels Fitness Ultimatum 2011,D3Publisher,D3Publisher,1,E,2010.0,Sports,8382
VR Golf '97,Gremlin Interactive Ltd,,13,,1996.0,Sports,8383
State of Emergency,Take-Two Interactive,VIS Entertainment,14,M,2003.0,Action,8384
Off-World Interceptor Extreme,Crystal Dynamics,,13,,1995.0,Racing,8385
Sumikko Gurashi: Koko ga Ochitsukundesu,Nippon Columbia,,11,,2014.0,Action,8386
Disney Golf,Electronic Arts,T&E Soft,7,E,2002.0,Sports,8387
The Naked Brothers Band: The Video Game,THQ,,7,,2008.0,Misc,8388
Fuzion Frenzy 2,Microsoft Game Studios,Hudson Soft,5,E10+,2007.0,Misc,8389
Demon Gaze,Nippon Ichi Software,Experience Inc.,23,T,2013.0,Role-Playing,8390
Clock Tower II: The Struggle Within,Human Entertainment,Human Entertainment,13,M,1998.0,Adventure,8391
Batman Beyond: Return of the Joker,Ubisoft,Kemco,13,,2000.0,Action,8392
My French Coach,Ubisoft,Ubisoft,4,E,2007.0,Misc,8393
Backyard NFL Football '10,Atari,,1,,2009.0,Sports,8394
CSI: Fatal Conspiracy,Ubisoft,Telltale Games,5,M,2010.0,Adventure,8395
Mega Man Network Transmission,Capcom,Arika,20,E,2003.0,Platform,8396
Densetsu no Stafi 4,Nintendo,,4,,2006.0,Platform,8397
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),Atlus,,7,,2008.0,Role-Playing,8398
Fairytale Fights,Playlogic Game Factory,"Playlogic, The Game Factory",6,M,2009.0,Action,8399
How to Train Your Dragon 2,Little Orbit,Torus Games,5,E10+,2014.0,Adventure,8400
Tokimeki Memorial: Private Collection,Konami Digital Entertainment,,13,,1996.0,Misc,8401
Magical Starsign (US sales),Nintendo,,4,,2006.0,Role-Playing,8402
RC Revenge Pro,Acclaim Entertainment,Acclaim,7,E,2000.0,Racing,8403
G-Force,Disney Interactive Studios,Eurocom Entertainment Software,5,E10+,2009.0,Action,8404
Surf's Up,Ubisoft,Ubisoft Montreal,1,E10+,2007.0,Sports,8405
Buzz! Brain of the UK,Sony Computer Entertainment,,6,,2009.0,Misc,8406
Backyard Wrestling: Don't Try This at Home,Eidos Interactive,Paradox Development,14,M,2003.0,Fighting,8407
Gauntlet: Dark Legacy,Midway Games,Midway,14,T,2002.0,Action,8408
Far East of Eden II: Manji Maru,Hudson Soft,,7,,2003.0,Role-Playing,8409
Time and Eternity,Nippon Ichi Software,"Image Epoch, Imageepoch",6,T,2012.0,Role-Playing,8410
Lost Kingdoms,Activision,From Software,20,T,2002.0,Role-Playing,8411
Brunswick Cosmic Bowling,GameMill Entertainment,CokeM Interactive,1,E,2010.0,Sports,8412
Pursuit Force: Extreme Justice,Sony Computer Entertainment,Bigbig Studios,17,T,2007.0,Action,8413
Disney Sing It: Family Hits,Disney Interactive Studios,Disney Interactive Studios,6,E,2010.0,Misc,8414
Matchbox Cross Town Heroes,THQ,,9,,2002.0,Racing,8415
The Cursed Crusade,DTP Entertainment,Kylotonn,6,M,2011.0,Action,8416
Ridge Racer Unbounded,Namco Bandai Games,Bugbear,6,T,2012.0,Racing,8417
Wolfenstein 3D,BAM! Entertainment,Stalker Entertainment,9,M,2002.0,Shooter,8418
Nobunaga no Yabou: Tenshoki,Tecmo Koei,,8,,1996.0,Strategy,8419
NHL 07,Electronic Arts,EA Sports,17,E10+,2006.0,Sports,8420
I'm A Celebrity: Get Me Out of Here!,Mindscape,,1,,2009.0,Misc,8421
Dementium: The Ward,SouthPeak Games,Renegade Kid,4,M,2007.0,Shooter,8422
