game_name,publisher,developer,platform_id,rating,year,genre,game_id
Inazuma Eleven Strikers 2012 Xtreme,Level 5,,1,,2011.0,Role-Playing,7819
The Polar Express,THQ,Tantalus Interactive,9,E,2004.0,Adventure,7820
Dynasty Warriors 8: Empires,Tecmo Koei,Omega Force,10,T,2014.0,Action,7821
2002 FIFA World Cup,Electronic Arts,Software Creations,14,E,2002.0,Sports,7822
SpongeBob SquigglePants 3D,THQ,WayForward,11,E,2011.0,Misc,7823
Jampack: Summer 2003 (RP-T),Sony Computer Entertainment,,7,,2003.0,Misc,7824
Frogger's Adventures 2: The Lost Wand,Konami Digital Entertainment,Konami,9,E,2002.0,Adventure,7825
Sudeki,Microsoft Game Studios,Climax Group,14,M,2004.0,Role-Playing,7826
Majin and the Forsaken Kingdom,Namco Bandai Games,Game Republic,5,T,2010.0,Adventure,7827
Silent Hill HD Collection,Konami Digital Entertainment,Konami,5,M,2012.0,Action,7828
Arc Rise Fantasia,Marvelous Interactive,"Image Epoch, Imageepoch",1,T,2009.0,Role-Playing,7829
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Sony Computer Entertainment,,17,,2009.0,Adventure,7830
Hot Wheels: Track Attack,THQ,Firebrand Games,1,E,2010.0,Racing,7831
Quake,GT Interactive,,12,,1998.0,Shooter,7832
SpongeBob's Surf & Skate Roadtrip,THQ,,5,,2011.0,Action,7833
Sesame Street: Elmo's Number Journey,NewKidCo,,12,,1999.0,Misc,7834
Hexen,GT Interactive,,12,,1996.0,Shooter,7835
Mace: The Dark Age,GT Interactive,,12,,1997.0,Fighting,7836
Puyo Puyo Sun 64,Compile,,12,,1997.0,Puzzle,7837
AeroFighters Assault,Video System,,12,,1997.0,Action,7838
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Imagineer,,12,,1996.0,Sports,7839
South Park: The Stick of Truth,Ubisoft,Obsidian Entertainment,15,M,2014.0,Role-Playing,7840
Tottadoo! Yoiko no Mujintou Seikatsu,Namco Bandai Games,,4,,2008.0,Adventure,7841
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami Digital Entertainment,Konami,20,T,2004.0,Action,7842
Barbie Horse Adventures: Riding Camp,Activision,Pixel Tales,7,E,2008.0,Sports,7843
MLB 12: The Show,Sony Computer Entertainment,SCEA San Diego Studios,23,E,2012.0,Sports,7844
God Eater Resurrection,Namco Bandai Games,"Shift, Bandai Namco Games",23,T,2015.0,Action,7845
SSX Tricky,Electronic Arts,Visual Impact,9,E,2002.0,Sports,7846
Kenka Banchou 4: Ichinen Sensou,Spike,,17,,2010.0,Action,7847
Warhammer: Shadow of the Horned Rat,Mindscape,,13,,1996.0,Strategy,7848
NBA 2K11,Take-Two Interactive,Visual Concepts,15,E,2010.0,Action,7849
Pet Zombies,Majesco Entertainment,1st Playable Productions,11,T,,Simulation,7850
Pro Yakyuu Team o Tsukurou!,Sega,,4,,2008.0,Sports,7851
WWE All Stars,THQ,THQ,1,T,2011.0,Fighting,7852
Naruto: Ninja Destiny,Namco Bandai Games,Takara Tomy,4,T,2006.0,Fighting,7853
FaceBreaker,Electronic Arts,EA Canada,5,T,2008.0,Fighting,7854
ESPN International Track & Field,Konami Digital Entertainment,,7,,2000.0,Sports,7855
Spider-Man: Shattered Dimensions,Activision,Griptonite Games,4,E10+,2010.0,Action,7856
Lunar Legend,Media Rings,Magic Rings,9,E,2002.0,Role-Playing,7857
Conflict: Global Terror,Eidos Interactive,Pivotal Games,7,M,2005.0,Shooter,7858
Dante's Inferno,Electronic Arts,"Artificial Mind and Movement, EA Redwood Shores",17,M,2010.0,Action,7859
Mystery Tales of Time Travel,Foreign Media Games,,4,,2010.0,Puzzle,7860
Injustice: Gods Among Us,Warner Bros. Interactive Entertainment,NetherRealm Studios,19,T,2013.0,Fighting,7861
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,D3Publisher,,7,,2006.0,Misc,7862
NASCAR Unleashed,Activision,Firebrand Games,11,E,2011.0,Racing,7863
Tomb Raider: Underworld,Eidos Interactive,Santa Cruz Games,4,T,2008.0,Action,7864
Death Jr.,Konami Digital Entertainment,Backbone Entertainment,17,T,2005.0,Platform,7865
Hulk,Universal Interactive,Radical Entertainment,20,T,2003.0,Action,7866
Boogie,Electronic Arts,"Pipeworks Software, Inc.",7,E10+,2007.0,Misc,7867
Arcade Shooting Gallery,Zoo Games,Zoo Games,1,E10+,2008.0,Shooter,7868
Phantasy Star Universe,Sega,Sonic Team,7,T,2006.0,Role-Playing,7869
Gungrave,Activision,Seta Corporation,7,M,2002.0,Shooter,7870
Schlag den Raab,Namco Bandai Games,,1,,2010.0,Misc,7871
Transworld Surf,Atari,Rockstar San Diego,7,T,2002.0,Sports,7872
Tenchu: Fatal Shadows,Sega,K2 LLC,7,M,2004.0,Action,7873
50 Cent: Blood on the Sand,THQ,Swordfish Studios,6,M,2009.0,Shooter,7874
Metro: Last Light,Deep Silver,4A Games,15,M,2013.0,Action,7875
Evolve,Take-Two Interactive,Turtle Rock Studios,15,M,2015.0,Shooter,7876
FIFA 14,Electronic Arts,EA Canada,17,E,2013.0,Sports,7877
Resident Evil: Revelations,Capcom,Capcom,19,M,2013.0,Action,7878
Namco Museum Megamix,Namco Bandai Games,Namco Bandai Games,1,E,2010.0,Misc,7879
Chaotic: Shadow Warriors,Activision,FUN Labs,1,E10+,2009.0,Action,7880
The Legend of Spyro: A New Beginning,Vivendi Games,Krome Studios,20,E10+,2006.0,Platform,7881
International Soccer,Mattel Interactive,,16,,1981.0,Sports,7882
Princess Maker: Yumemiru Yosei,Sony Computer Entertainment,,13,,1997.0,Strategy,7883
3rd Super Robot Wars Z: Tengoku-Hen,Namco Bandai Games,,23,,2015.0,Action,7884
Armored Core: For Answer,Ubisoft,From Software,6,T,2008.0,Simulation,7885
Big Air,Accolade,,13,,1999.0,Sports,7886
Shining Force II,Sega,,21,,1993.0,Strategy,7887
Taiko no Tatsujin: Wii U Version!,Namco Bandai Games,,19,,2013.0,Misc,7888
Gallop Racer,Tecmo Koei,,13,,1999.0,Sports,7889
The Walking Dead: Season Two,Telltale Games,,6,,2014.0,Adventure,7890
Harry Potter and the Prisoner of Azkaban,Electronic Arts,EA Games,14,E,2004.0,Action,7891
3rd Super Robot Wars Z Jigoku Hen,Namco Bandai Games,,23,,2014.0,Role-Playing,7892
Where's Waldo? The Fantastic Journey,Ubisoft,Classic Media Distribution Limited,1,E,2009.0,Adventure,7893
Sudoku Gridmaster (JP sales),Nintendo,,4,,2006.0,Puzzle,7894
Monsters vs. Aliens,Activision,Beenox,7,E10+,2009.0,Action,7895
College Slam,Acclaim Entertainment,,13,,1995.0,Sports,7896
Street Fighter X Tekken,Capcom,Capcom,23,T,2012.0,Fighting,7897
Nobunaga no Yabou: Souzou,Tecmo Koei,,6,,2013.0,Strategy,7898
The Legend of Heroes: Trails of Cold Steel II,Nippon Ichi Software,Falcom,23,T,2014.0,Role-Playing,7899
Pro Yaky? Spirits 4,Konami Digital Entertainment,,7,,2007.0,Sports,7900
Rock Band Track Pack Volume 2,MTV Games,Harmonix Music Systems,5,T,2008.0,Misc,7901
Need for Speed: Shift 2 Unleashed,Electronic Arts,,15,,2011.0,Racing,7902
Tamagotchi Party On!,Namco Bandai Games,,1,,2006.0,Misc,7903
Daigasso! Band Brothers,Nintendo,,4,,2004.0,Misc,7904
Rise of the Kasai,Sony Computer Entertainment,BottleRocket Entertainment,7,M,2005.0,Action,7905
Thoroughbred Breeder,Hect,,8,,1993.0,Simulation,7906
Momotarou Dentetsu World,Hudson Soft,,4,,2010.0,Misc,7907
Singstar: Ultimate Party,Sony Computer Entertainment Europe,SCEE,10,,2014.0,Misc,7908
Beyblade: Metal Fusion - Battle Fortress,Konami Digital Entertainment,,1,,2009.0,Action,7909
Risen,Deep Silver,Piranha Bytes,5,M,2009.0,Role-Playing,7910
Nostalgia,Tecmo Koei,Matrix Software,4,E10+,2008.0,Role-Playing,7911
Dynasty Warriors Gundam,Namco Bandai Games,"Koei, Omega Force",5,T,2007.0,Action,7912
Chibi-Robo! Park Patrol,Unknown,Skip Ltd.,4,E,2007.0,Adventure,7913
Jurassic: The Hunted,Activision,Activision,6,T,2009.0,Shooter,7914
Farmtopia,505 Games,505 Games,4,E,2010.0,Simulation,7915
DanceDanceRevolution,Konami Digital Entertainment,Konami,6,E10+,2010.0,Simulation,7916
Tom Clancy's Splinter Cell: Blacklist,Ubisoft,Ubisoft Toronto,15,M,2013.0,Action,7917
"Ni Hao, Kai-lan: Super Game Day",Take-Two Interactive,Take-Two Interactive,1,E,2009.0,Misc,7918
One Piece: Unlimited Adventure,Namco Bandai Games,Ganbarion,1,T,2007.0,Adventure,7919
Shaun White Skateboarding,Ubisoft,Ubisoft Montreal,6,T,2010.0,Sports,7920
Crash & Spyro Superpack,Vivendi Games,,9,,2005.0,Platform,7921
Reel Fishing Paradise 3D,Marvelous Interactive,Natsume,11,E,2011.0,Sports,7922
Conflict: Denied Ops,Eidos Interactive,Pivotal Games,6,M,2008.0,Shooter,7923
Binary Domain,Sega,Sega,5,M,2012.0,Action,7924
Kuma-Tomo,Namco Bandai Games,,11,,2013.0,Misc,7925
IL-2 Sturmovik: Birds of Prey,505 Games,SME Dynamic Systems Limited,17,T,2009.0,Simulation,7926
ThunderStrike 2,Core Design Ltd.,,13,,1994.0,Simulation,7927
Magical ZhuZhu Princess: Carriages & Castles,Activision,,4,,2011.0,Simulation,7928
Pro Yaky? Spirits 2012,Konami Digital Entertainment,,6,,2012.0,Sports,7929
Super Real Mahjong P V,Seta Corporation,,24,,1995.0,Misc,7930
Thomas the Tank Engine & Friends,,,9,,2004.0,Adventure,7931
Penguin no Mondai X: Tenkuu no 7 Senshi,Konami Digital Entertainment,,4,,2009.0,Action,7932
The Scorpion King: Sword of Osiris,Vivendi Games,WayForward,9,E,2002.0,Action,7933
Jeep Thrills,Zoo Digital Publishing,Game Sauce,1,E,2008.0,Racing,7934
Ice Age: Dawn of the Dinosaurs,Activision,Activision,6,E10+,2009.0,Action,7935
Bubsy 3D,Accolade,,13,,1996.0,Platform,7936
NCAA Final Four 2001,Sony Computer Entertainment,989 Sports,7,E,2000.0,Sports,7937
Robin Hood: Defender of the Crown,Capcom,Cinemaware,7,T,2003.0,Strategy,7938
Face Training,Nintendo,,4,,2007.0,Misc,7939
Barbie Horse Adventures: Riding Camp,Activision,Activision,1,E,2008.0,Sports,7940
SD Gundam GX,Namco Bandai Games,,8,,1994.0,Strategy,7941
R-Type Final,Metro 3D,Irem,7,E,2003.0,Shooter,7942
Jackie Chan Adventures: Legend of the Dark Hand,Activision,,9,,2001.0,Action,7943
Bolt,Disney Interactive Studios,Avalanche Software,6,E10+,2008.0,Adventure,7944
Mathews Bowhunting,Zoo Games,Zoo Games,1,T,2010.0,Sports,7945
Phantasy Star Nova,Sega,,23,,2014.0,Role-Playing,7946
Pro Evolution Soccer 2014,Konami Digital Entertainment,Konami,11,E,2013.0,Action,7947
Sega GT 2002,Sega,Wow Entertainment,14,E,2002.0,Racing,7948
F1 2011,Codemasters,Codemasters,15,E,2011.0,Racing,7949
Air Conflicts: Secret Wars,bitComposer Games,Games Farm,6,T,2011.0,Simulation,7950
Ty the Tasmanian Tiger 3: Night of the Quinkan,Activision,Krome Studios,7,E10+,2005.0,Action,7951
Family Feud: 2012 Edition,Ubisoft,"Ubisoft, Ludia Inc.",1,E10+,2011.0,Misc,7952
Samurai Warriors 2: Empires,Tecmo Koei,Omega Force,7,T,2006.0,Action,7953
Blood Omen 2,Eidos Interactive,Crystal Dynamics,14,M,2002.0,Action,7954
Earth Defense Force: Insect Armageddon,D3Publisher,Vicious Cycle,5,T,2011.0,Shooter,7955
Major League Baseball 2K10,Take-Two Interactive,Visual Concepts,6,E,2010.0,Sports,7956
Saints Row IV,Deep Silver,Volition Inc.,15,M,2013.0,Action,7957
J-League Pro Soccer Club o Tsukurou! 5,Sega,,7,,2007.0,Sports,7958
Harry Potter: Quidditch World Cup,Electronic Arts,Electronic Arts,14,E,2003.0,Sports,7959
Dance Central: Spotlight,Microsoft Game Studios,Harmonix Music Systems,18,T,2014.0,Misc,7960
Little Battlers eXperience W,Level 5,,17,,2012.0,Role-Playing,7961
Warriors: Legends of Troy,Tecmo Koei,Tecmo Koei Canada,6,M,2011.0,Action,7962
La Pucelle: Tactics,Tecmo Koei,Nippon Ichi Software,7,T,2002.0,Role-Playing,7963
Arcania: Gothic 4,JoWood Productions,Spellbound,15,T,2010.0,Role-Playing,7964
NBA Ballers: Chosen One,Midway Games,Midway,5,E,2008.0,Sports,7965
Tiger Woods PGA Tour 07,Electronic Arts,EA Redwood Shores,14,E,2006.0,Sports,7966
Disney's Meet the Robinsons,Disney Interactive Studios,Buena Vista Games,1,E10+,2007.0,Action,7967
Sword Art Online: Hollow Realization,Namco Bandai Games,Bandai Namco Games,10,T,2016.0,Role-Playing,7968
Star Wars: The Clone Wars & Tetris Worlds,Microsoft Game Studios,,14,,2002.0,Misc,7969
The Lord of the Rings: War in the North,Warner Bros. Interactive Entertainment,Snowblind Studios,15,M,2011.0,Action,7970
The Bee Game,Midway Games,Independent Arts,4,E,2007.0,Adventure,7971
SBK X: Superbike World Championship,Black Bean Games,Milestone S.r.l,5,E10+,2010.0,Racing,7972
Rango: The Video Game,Electronic Arts,Behaviour Interactive,6,E10+,2011.0,Action,7973
EverQuest Online Adventures: Frontiers,Sony Online Entertainment,Sony Online Entertainment,7,T,2003.0,Role-Playing,7974
Godzilla (2015),Namco Bandai Games,,10,,2014.0,Action,7975
Fairy Fencer F,Nippon Ichi Software,Compile Heart,6,T,2013.0,Role-Playing,7976
Shadows of the Damned,Electronic Arts,Grasshopper Manufacture,5,M,2011.0,Action,7977
Treasures of the Deep,Namco Bandai Games,,13,,1997.0,Action,7978
Phantasy Star Online Ver. 2,Sega,Sonic Team,22,T,2001.0,Role-Playing,7979
Cabela's Survival: Shadows of Katmai,Activision,Activision,6,T,2011.0,Sports,7980
Hot Wheels: Battle Force 5,Activision,Sidhe Interactive,1,E10+,2009.0,Racing,7981
Go Play: Lumberjacks,Majesco Entertainment,Panic Button,1,E,2009.0,Simulation,7982
Fight Club,Vivendi Games,Genuine Games,7,M,2004.0,Fighting,7983
Samurai Warriors: State of War,Tecmo Koei,Omega Force,17,T,2005.0,Action,7984
Cabela's Survival: Shadows of Katmai,Activision,Activision,5,T,2011.0,Sports,7985
Dragon Blade: Wrath of Fire,D3Publisher,D3Publisher,1,T,2007.0,Action,7986
Guilty Gear Xrd: Sign,Arc System Works,,6,,2014.0,Fighting,7987
Dance Dance Revolution: Disney Grooves,Konami Digital Entertainment,Konami,1,E,2009.0,Simulation,7988
Camping Mama: Outdoor Adventures,505 Games,Racjin,4,E,2011.0,Simulation,7989
Harvest Moon: A Wonderful Life Special Edition,505 Games,Marvelous,7,E,2004.0,Simulation,7990
Sports Illustrated for Kids: Football,BAM! Entertainment,,9,,2003.0,Sports,7991
The Munchables,Namco Bandai Games,Now Production,1,E,2009.0,Action,7992
How to Train Your Dragon 2,Little Orbit,Torus Games,1,E10+,2014.0,Adventure,7993
.hack//Quarantine Part 4: The Final Chapter,Atari,,7,,2003.0,Role-Playing,7994
The Smurfs 2,Ubisoft,WayForward,4,E,2013.0,Platform,7995
Close Combat: First to Fight,Take-Two Interactive,Destineer,14,T,2005.0,Shooter,7996
Indiana Jones and the Emperor's Tomb,LucasArts,Double Helix Games,14,T,2003.0,Action,7997
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,Eurocom Entertainment Software,7,T,2003.0,Action,7998
Remington Super Slam Hunting: North America,Mastiff,Jack of All Games,1,T,2010.0,Sports,7999
Reel Fishing II,Victor Interactive,,13,,2000.0,Sports,8000
Battle of Giants: Dinosaurs Strike,Ubisoft,Ubisoft Quebec,1,E10+,2010.0,Strategy,8001
Ty the Tasmanian Tiger,Electronic Arts,Krome Studios,14,E,2002.0,Platform,8002
Imagine: Babyz Fashion,Ubisoft,Ubisoft,4,E,2009.0,Simulation,8003
Dead or Alive,Tecmo Koei,,24,,1997.0,Fighting,8004
Active Health with Carol Vorderman,Nintendo,,4,,2009.0,Sports,8005
Driving Emotion Type-S,Electronic Arts,Escape,7,E,2000.0,Racing,8006
Heavy Fire: Afghanistan,Unknown,Teyon,6,T,2011.0,Shooter,8007
Siren,Sony Computer Entertainment,SCE Japan Studio,7,M,2003.0,Adventure,8008
NARC,Midway Games,Point of View,14,M,2005.0,Shooter,8009
Driver: San Francisco,Ubisoft,Ubisoft Reflections,15,T,2011.0,Racing,8010
Just Dance 2017,Ubisoft,Ubisoft Paris,1,E10+,2016.0,Misc,8011
NASCAR Unleashed,Activision,Firebrand Games,1,E,2011.0,Racing,8012
Super Robot Taisen J,Banpresto,,9,,2005.0,Strategy,8013
Shape Up,Ubisoft,Ubisoft Montreal,18,E,2014.0,Misc,8014
Nep League DS,Jaleco,,4,,2007.0,Sports,8015
Happy Cooking,Ubisoft,Ubisoft,4,E,2006.0,Simulation,8016
Ar tonelico 2: Melody of Metafalica,Nippon Ichi Software,,7,,2007.0,Role-Playing,8017
Cars: Race-O-Rama,THQ,Incinerator Games,6,E,2009.0,Racing,8018
Jewel Master: Cradle of Athena,Storm City Games,CokeM Interactive,4,E10+,2010.0,Puzzle,8019
Saw II: Flesh & Blood,Konami Digital Entertainment,,6,,2010.0,Action,8020
Hidden Mysteries: Vampire Secrets,Astragon,Gunnar Games,4,E10+,2010.0,Adventure,8021
Casper: Friends Around the World,TDK Core,,13,,2000.0,Action,8022
Jurassic Park III: Island Attack,Konami Digital Entertainment,Konami,9,E,2001.0,Adventure,8023
Jikkyou Powerful Pro Baseball 2016,Konami Digital Entertainment,,23,,2016.0,Sports,8024
Star Trek: Legacy,Ubisoft,Mad Doc Software,5,E10+,,Simulation,8025
Tekken Tag Tournament 2,Namco Bandai Games,,19,,2012.0,Fighting,8026
GameBoy Wars,Nintendo,,3,,1991.0,Strategy,8027
Amplitude,Sony Computer Entertainment,Harmonix Music Systems,7,T,2003.0,Misc,8028
Disgaea DS,Square Enix,Nippon Ichi Software,4,T,2008.0,Role-Playing,8029
Gauntlet: Seven Sorrows,Midway Games,Midway,14,T,2005.0,Role-Playing,8030
AirForce Delta Storm,Konami Digital Entertainment,KCE Studios,14,E,2001.0,Shooter,8031
Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",5,M,2015.0,Action,8032
Monopoly Party,Infogrames,,14,,2002.0,Misc,8033
Fear Effect 2: Retro Helix,Eidos Interactive,Kronos Digital Entertainment,13,M,2001.0,Action,8034
Chaotic: Shadow Warriors,Activision,FUN Labs,4,E10+,2009.0,Action,8035
Ninja Gaiden 3,Nintendo,,19,,2012.0,Action,8036
Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,Gust,6,E10+,2014.0,Role-Playing,8037
Mahjong: Journey Quest for Tikal,Rondomedia,MumboJumbo,4,E,2008.0,Puzzle,8038
Call of Duty: World at War,Activision,Treyarch,15,M,2008.0,Shooter,8039
CSI: Fatal Conspiracy,Ubisoft,Telltale Games,6,M,2010.0,Adventure,8040
Chocobo no Fushigi Dungeon for WonderSwan,Namco Bandai Games,,26,,1999.0,Role-Playing,8041
International Superstar Soccer 2000 (JP weekly sales),Konami Digital Entertainment,,12,,1999.0,Sports,8042
Ringling Bros. and Barnum & Bailey Circus,Take-Two Interactive,,1,,2009.0,Action,8043
Klonoa: Door to Phantomile,Sony Computer Entertainment,,13,,1997.0,Platform,8044
Vietcong: Purple Haze,Gathering of Developers,Coyote Developments,7,M,2004.0,Shooter,8045
Atari Anniversary Advance,Atari,Digital Eclipse,9,E,2002.0,Misc,8046
Summer Athletics: The Ultimate Challenge,DTP Entertainment,49Games,7,E,2008.0,Sports,8047
Hatsune Miku and Future Stars: Project Mirai,Sega,,11,,2012.0,Misc,8048
X-Men Origins: Wolverine,Activision,Amaze Entertainment,7,T,2009.0,Action,8049
Syndicate,Electronic Arts,Starbreeze,5,M,2012.0,Shooter,8050
Zumba Fitness Rush,505 Games,"Majesco Games, Majesco",5,E10+,2012.0,Sports,8051
Call of Juarez,Ubisoft,Techland,5,M,2007.0,Shooter,8052
TalkMan (Japan),Sony Computer Entertainment,,17,,2005.0,Misc,8053
Ghostbusters: The Video Game,Atari,Red Fly Studio,17,E10+,2009.0,Action,8054
Bloody Roar: Primal Fury,Activision,Eighting/Raizing,20,T,2002.0,Fighting,8055
Mega Man Soccer,Capcom,,8,,1993.0,Sports,8056
MotoGP,Capcom,Milestone S.r.l,1,E,2009.0,Racing,8057
Mushroom Men: The Spore Wars,SouthPeak Games,Red Fly Studio,1,E10+,2008.0,Action,8058
Saint Seiya: Soldiers' Soul,Namco Bandai Games,Dimps Corporation,10,T,2015.0,Fighting,8059
Brunswick Pro Bowling,505 Games,Farsight Studios,6,E,2010.0,Sports,8060
LEGO Harry Potter: Years 5-7,Warner Bros. Interactive Entertainment,Traveller's Tales,23,E10+,2012.0,Action,8061
FIFA Soccer 07,Electronic Arts,,20,,2006.0,Sports,8062
Rabbids Party Collection,Ubisoft,,1,,2010.0,Misc,8063
Corpse Party: Blood Drive,Marvelous Interactive,5pb,23,M,2014.0,Adventure,8064
The Last Airbender,THQ,THQ,4,E10+,2010.0,Action,8065
My Fitness Coach 2: Exercise and Nutrition,Black Bean Games,,1,,2009.0,Sports,8066
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,Nintendo,,9,,2004.0,Misc,8067
Vampire Savior: The Lord of Vampire,Capcom,,24,,1998.0,Fighting,8068
Backbreaker,Unknown,NaturalMotion,5,E,,Sports,8069
UFC Personal Trainer: The Ultimate Fitness System,THQ,THQ,1,E,2011.0,Sports,8070
MotoGP 14 ,Milestone S.r.l.,Milestone S.r.l,10,E,2014.0,Racing,8071
Shrek SuperSlam,Activision,,4,,2005.0,Action,8072
Alone in the Dark,Atari,Hydravision,1,M,2008.0,Adventure,8073
Super Robot Taisen UX,Namco Bandai Games,,11,,2013.0,Role-Playing,8074
Skylanders Imaginators,Activision,Toys for Bob,19,E10+,2016.0,Platform,8075
Six Flags Fun Park,Brash Entertainment,Brash Entertainment,4,E,2008.0,Misc,8076
Test Drive Off-Road Wide Open,Infogrames,Rockstar San Diego,14,E,2001.0,Racing,8077
Jeopardy!,THQ,,4,,2010.0,Misc,8078
Pro Yaky? Spirits 2011,Konami Digital Entertainment,,6,,2011.0,Sports,8079
Doctor Who: Return to Earth,Asylum Entertainment,,1,,2010.0,Adventure,8080
Battle Commander: Hachibushu Shura no Heihou,Banpresto,,8,,1991.0,Strategy,8081
WWE All Stars,THQ,THQ,17,T,2011.0,Fighting,8082
Jampack Vol. 1,Sony Computer Entertainment,,13,,1996.0,Misc,8083
Bad Boys: Miami Takedown,Empire Interactive,Blitz Games,14,M,2004.0,Shooter,8084
Valhalla Knights 3,Xseed Games,K2,23,M,2013.0,Role-Playing,8085
Mega Man X: Command Mission,Capcom,"Valuewave Co.,Ltd.",7,E,2004.0,Role-Playing,8086
Tokyo Xtreme Racer DRIFT,Genki,Genki,7,E,2003.0,Racing,8087
Moon,ASCII Entertainment,,13,,1997.0,Adventure,8088
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Disney Interactive Studios,Amaze Entertainment,4,E10+,2005.0,Action,8089
Cabela's Big Game Hunter 2005 Adventures,Activision,FUN Labs,14,T,2004.0,Sports,8090
Re-Volt,Acclaim Entertainment,,12,,1999.0,Racing,8091
Sesame Street: Elmo's Letter Adventure,NewKidCo,,12,,1999.0,Misc,8092
Senran Kagura: Estival Versus,Marvelous Interactive,Marvelous Inc.,23,M,2015.0,Action,8093
Might & Magic: Clash of Heroes,Ubisoft,,4,,2009.0,Role-Playing,8094
GRID Autosport,Codemasters,Codemasters,6,E,2014.0,Racing,8095
Gokujou Parodius,Konami Digital Entertainment,,8,,1994.0,Shooter,8096
Half-Minute Hero,Rising Star Games,Opus,17,E10+,2009.0,Role-Playing,8097
Gauntlet: Dark Legacy,Midway Games,Midway,20,T,2002.0,Action,8098
A.C.E.: Another Century's Episode 2,Banpresto,,7,,2006.0,Simulation,8099
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,Traveller's Tales,5,T,2008.0,Action,8100
Company of Heroes: Anthology,THQ,,15,,2009.0,Strategy,8101
Shadow The Hedgehog,Sega,Sega,14,E10+,2005.0,Platform,8102
Daigasso! Band Brothers P,Nintendo,,11,,2013.0,Misc,8103
Batman: Vengeance,Ubisoft,Ubisoft Montreal,9,E,2001.0,Adventure,8104
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,Sega,,22,,2000.0,Sports,8105
The Adventures of Cookie & Cream,Empire Interactive,,7,,2000.0,Puzzle,8106
World of Outlaws: Sprint Cars,THQ,Big Ant Studios,5,E,2010.0,Racing,8107
Van Helsing,Activision,Saffire,14,T,2007.0,Action,8108
Grand Slam Tennis 2,Electronic Arts,EA Sports,5,E,2012.0,Sports,8109
Ben 10 Ultimate Alien: Cosmic Destruction,D3Publisher,Papaya Studios,5,E10+,2010.0,Platform,8110
Pure Futbol,Ubisoft,Ubisoft Vancouver,5,E,2010.0,Sports,8111
Spider-Man: Friend or Foe,Activision,Artificial Mind and Movement,17,E10+,2007.0,Action,8112
Sing4: The Hits Edition,Crave Entertainment,Crave,1,T,2011.0,Misc,8113
Gun,Activision,Neversoft Entertainment,20,M,2005.0,Shooter,8114
SoulCalibur Legends,Namco Bandai Games,Namco Bandai Games,1,T,2007.0,Action,8115
Rio,THQ,Eurocom Entertainment Software,1,E10+,2011.0,Misc,8116
F1 Challenge,Sega,,24,,1994.0,Racing,8117
Squeeballs Party,Performance Designed Products,Performance Designed Products,1,E10+,2009.0,Puzzle,8118
Metal Gear Ac!d 2,Konami Digital Entertainment,,17,,2005.0,Strategy,8119
Shadow Madness,Crave Entertainment,,13,,1999.0,Action,8120
Aliens: Colonial Marines,Sega,Gearbox Software,15,M,2013.0,Shooter,8121
Tiger Woods PGA Tour 2004,Electronic Arts,Backbone Emeryville,9,E,2003.0,Sports,8122
The Game of Life / Yahtzee / Payday,Zoo Digital Publishing,,9,,2005.0,Misc,8123
FIFA Soccer 11,Electronic Arts,EA Sports,15,E,2010.0,Sports,8124
American Chopper 2: Full Throttle,Zoo Digital Publishing,Creat Studios,7,T,2005.0,Racing,8125
Borderlands,Take-Two Interactive,Gearbox Software,15,M,2009.0,Shooter,8126
de Blob 2,THQ,Blue Tongue Entertainment,1,E10+,2011.0,Platform,8127
Silent Hill 4: The Room,Konami Digital Entertainment,KCET,14,M,2004.0,Action,8128
Commandos 2: Men of Courage,Eidos Interactive,Pyro Studios,7,T,2002.0,Strategy,8129
Remember Me,Capcom,DONTNOD Entertainment,5,M,2013.0,Action,8130
Brink,Bethesda Softworks,Splash Damage,15,T,2011.0,Shooter,8131
FIFA Soccer 2002,Electronic Arts,EA Sports,20,E,2001.0,Sports,8132
Pro Evolution Soccer 2013,Konami Digital Entertainment,,11,,2012.0,Sports,8133
Atari Anniversary Edition Redux,Infogrames,Digital Eclipse,13,E,2000.0,Misc,8134
Lips: Party Classics,Microsoft Game Studios,iNiS,5,T,2010.0,Misc,8135
Toukiden: The Age of Demons,Tecmo Koei,,17,,2013.0,Action,8136
Fireblade,Midway Games,,7,,2002.0,Action,8137
Disney's Tarzan Untamed,Ubisoft,Ubisoft Montreal,20,E,2001.0,Platform,8138
Brunswick Circuit Pro Bowling,THQ,,13,,1998.0,Sports,8139
Marvel Super Hero Squad: Comic Combat,THQ,THQ,1,E10+,2011.0,Action,8140
